Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
J6H19,2019-03-07,0.0089545,0.0089755,0.0089455,0.008972,0.00002,+0.22%,130545,208888
J6H19,2019-03-08,0.008966,0.0090435,0.0089615,0.0090085,0.0000365,+0.41%,167325,195906
J6H19,2019-03-11,0.009001,0.0090235,0.008989,0.008995,-0.0000135,-0.15%,151685,199681
J6H19,2019-03-12,0.0089945,0.009004,0.008975,0.0089905,-0.0000045,-0.05%,166009,196766
J6H19,2019-03-13,0.008983,0.009012,0.0089745,0.0090095,0.000019,+0.21%,210890,207329
J6M19,2019-03-14,0.009053,0.0090625,0.009007,0.0090145,0.000005,+0.06%,235734,214030
J6M19,2019-03-15,0.009021,0.009044,0.0090005,0.0090345,0.00002,+0.22%,159373,207321
J6M19,2019-03-18,0.0090345,0.0090505,0.009023,0.0090415,0.000007,+0.08%,72522,155998
J6M19,2019-03-19,0.009037,0.0090605,0.009034,0.009039,-0.0000025,-0.03%,93000,158074
J6M19,2019-03-20,0.009037,0.009109,0.0090135,0.0091025,0.0000635,+0.70%,135703,159170
J6M19,2019-03-21,0.0091,0.009129,0.0090745,0.009089,-0.0000135,-0.15%,120213,158005
J6M19,2019-03-22,0.009082,0.0091735,0.009079,0.009146,0.000057,+0.63%,186146,158665
J6M19,2019-03-25,0.009153,0.0091815,0.009131,0.0091455,-0.0000005,-0.01%,131737,157826
J6M19,2019-03-26,0.009153,0.009154,0.009094,0.0091075,-0.000038,-0.42%,122665,157145
J6M19,2019-03-27,0.0091,0.00913,0.0090905,0.0091175,0.00001,+0.11%,127136,154976
J6M19,2019-03-28,0.0091085,0.009145,0.009077,0.0090995,-0.000018,-0.20%,127619,155316
J6M19,2019-03-29,0.009092,0.0091015,0.0090665,0.0090785,-0.000021,-0.23%,128491,154970
J6M19,2019-04-01,0.009065,0.00908,0.0090255,0.009031,-0.0000475,-0.52%,110132,157433
J6M19,2019-04-02,0.009031,0.0090415,0.009024,0.00903,-0.000001,-0.01%,78383,156838
J6M19,2019-04-03,0.009032,0.009044,0.0090135,0.009023,-0.000007,-0.08%,103563,164515
